id_zona_origem;id_zona_destino;quantidade_viagens_diarias;id_tipo
1;337;0;1
1;338;0;1
1;339;282;1
1;340;0;1
1;341;0;1
1;342;68;1
1;343;0;1
2;1;0;1
2;2;89;1
2;3;98;1
2;4;0;1
2;5;0;1
2;6;325;1
2;7;0;1
2;8;158;1
2;9;0;1
2;10;0;1
2;11;68;1
2;12;161;1
2;13;4;1
2;14;92;1
2;15;79;1
2;16;189;1
2;17;142;1
2;18;379;1
2;19;307;1
2;20;492;1
2;21;0;1
2;22;0;1
2;23;0;1
2;24;196;1
2;25;0;1
2;26;62;1
2;27;0;1
2;28;30;1
2;29;37;1
2;30;42;1
2;31;32;1
2;32;176;1
2;33;4;1
2;34;0;1
2;35;365;1
2;36;43;1
2;37;74;1
2;38;0;1
2;39;0;1
2;40;0;1
2;41;143;1
2;42;0;1
2;43;0;1
2;44;0;1
2;45;22;1
2;46;0;1
2;47;0;1
2;48;0;1
2;49;117;1
2;50;0;1
2;51;124;1
2;52;0;1
2;53;335;1
2;54;0;1
2;55;0;1
2;56;0;1
2;57;199;1
2;58;255;1
2;59;115;1
2;60;0;1
2;61;96;1
2;62;0;1
2;63;0;1
2;64;0;1
2;65;122;1
2;66;0;1
2;67;0;1
2;68;37;1
2;69;0;1
2;70;0;1
2;71;0;1
2;72;112;1
2;73;0;1
2;74;51;1
2;75;0;1
2;76;84;1
2;77;0;1
2;78;111;1
2;79;149;1
2;80;68;1
2;81;0;1
2;82;116;1
2;83;70;1
2;84;54;1
2;85;0;1
2;86;0;1
2;87;0;1
2;88;0;1
2;89;0;1
2;90;0;1
2;91;230;1
2;92;544;1
2;93;44;1
2;94;0;1
2;95;0;1
2;96;0;1
2;97;47;1
2;98;0;1
2;99;0;1
2;100;310;1
2;101;0;1
2;102;0;1
2;103;0;1
2;104;0;1
2;105;0;1
2;106;0;1
2;107;0;1
2;108;90;1
2;109;813;1
2;110;0;1
2;111;0;1
2;112;0;1
2;113;0;1
2;114;0;1
2;115;583;1
2;116;0;1
2;117;0;1
2;118;0;1
2;119;0;1
2;120;0;1
2;121;0;1
2;122;0;1
2;123;921;1
2;124;624;1
2;125;0;1
2;126;0;1
2;127;789;1
2;128;0;1
2;129;159;1
2;130;35;1
2;131;38;1
2;132;0;1
2;133;0;1
2;134;461;1
2;135;1090;1
2;136;0;1
2;137;168;1
2;138;0;1
2;139;376;1
2;140;221;1
2;141;0;1
2;142;0;1
2;143;0;1
2;144;0;1
2;145;0;1
2;146;0;1
2;147;0;1
2;148;0;1
2;149;0;1
2;150;0;1
2;151;0;1
2;152;72;1
2;153;0;1
2;154;24;1
2;155;637;1
2;156;0;1
2;157;0;1
2;158;0;1
2;159;0;1
2;160;0;1
2;161;0;1
2;162;0;1
2;163;21;1
2;164;88;1
2;165;0;1
2;166;0;1
2;167;38;1
2;168;221;1
2;169;453;1
2;170;0;1
2;171;0;1
2;172;0;1
2;173;334;1
2;174;0;1
2;175;0;1
2;176;443;1
2;177;110;1
2;178;0;1
2;179;0;1
2;180;0;1
2;181;1542;1
2;182;0;1
2;183;0;1
2;184;340;1
2;185;0;1
2;186;25;1
2;187;0;1
2;188;377;1
2;189;120;1
2;190;0;1
2;191;0;1
2;192;619;1
2;193;511;1
2;194;270;1
2;195;290;1
2;196;299;1
2;197;176;1
2;198;172;1
2;199;3057;1
2;200;121;1
2;201;0;1
2;202;0;1
2;203;304;1
2;204;0;1
2;205;344;1
2;206;0;1
2;207;42;1
2;208;0;1
2;209;0;1
2;210;0;1
2;211;0;1
2;212;116;1
2;213;0;1
2;214;0;1
2;215;0;1
2;216;0;1
2;217;0;1
2;218;0;1
2;219;0;1
2;220;388;1
2;221;0;1
2;222;558;1
2;223;130;1
2;224;0;1
2;225;486;1
2;226;0;1
2;227;0;1
2;228;287;1
2;229;471;1
2;230;700;1
2;231;0;1
2;232;0;1
2;233;0;1
2;234;0;1
2;235;0;1
2;236;0;1
2;237;123;1
2;238;156;1
2;239;116;1
2;240;0;1
2;241;142;1
2;242;0;1
2;243;0;1
2;244;0;1
2;245;37;1
2;246;824;1
2;247;0;1
2;248;0;1
2;249;0;1
2;250;22;1
2;251;0;1
2;252;0;1
2;253;0;1
2;254;1596;1
2;255;189;1
2;256;0;1
2;257;0;1
2;258;0;1
2;259;534;1
2;260;251;1
2;261;0;1
2;262;0;1
2;263;502;1
2;264;0;1
2;265;0;1
2;266;0;1
2;267;0;1
2;268;0;1
2;269;0;1
2;270;0;1
2;271;0;1
2;272;0;1
2;273;0;1
2;274;0;1
2;275;0;1
2;276;0;1
2;277;0;1
2;278;228;1
2;279;0;1
2;280;0;1
2;281;0;1
2;282;0;1
2;283;0;1
2;284;957;1
2;285;0;1
2;286;0;1
2;287;0;1
2;288;0;1
2;289;0;1
2;290;231;1
2;291;0;1
2;292;157;1
2;293;0;1
2;294;0;1
2;295;0;1
2;296;173;1
2;297;0;1
2;298;0;1
2;299;0;1
2;300;0;1
2;301;0;1
2;302;0;1
2;303;0;1
2;304;0;1
2;305;0;1
2;306;509;1
2;307;0;1
2;308;0;1
2;309;0;1
2;310;804;1
2;311;0;1
2;312;396;1
2;313;0;1
2;314;398;1
2;315;0;1
2;316;279;1
2;317;0;1
2;318;0;1
2;319;0;1
2;320;19;1
2;321;0;1
2;322;0;1
2;323;119;1
2;324;0;1
2;325;0;1
2;326;0;1
2;327;0;1
2;328;48;1
2;329;81;1
2;330;191;1
2;331;0;1
2;332;0;1
2;333;0;1
2;334;525;1
2;335;0;1
2;336;0;1
2;337;0;1
2;338;0;1
2;339;49;1
2;340;0;1
2;341;0;1
2;342;0;1
2;343;0;1
3;1;0;1
3;2;98;1
3;3;0;1
3;4;0;1
3;5;511;1
3;6;0;1
3;7;184;1
3;8;0;1
3;9;0;1
3;10;0;1
3;11;26;1
3;12;0;1
3;13;411;1
3;14;262;1
3;15;101;1
3;16;0;1
3;17;0;1
3;18;0;1
3;19;0;1
3;20;155;1
3;21;249;1
3;22;0;1
3;23;445;1
3;24;141;1
3;25;0;1
3;26;153;1
3;27;140;1
3;28;223;1
3;29;37;1
3;30;0;1
3;31;104;1
3;32;158;1
3;33;0;1
3;34;0;1
3;35;0;1
3;36;405;1
3;37;76;1
3;38;0;1
3;39;0;1
3;40;30;1
3;41;204;1
3;42;0;1
3;43;253;1
3;44;0;1
3;45;738;1
3;46;0;1
3;47;0;1
3;48;416;1
3;49;0;1
3;50;0;1
3;51;0;1
3;52;61;1
3;53;0;1
3;54;68;1
3;55;174;1
3;56;0;1
3;57;0;1
3;58;475;1
3;59;0;1
3;60;0;1
3;61;0;1
3;62;0;1
3;63;292;1
3;64;0;1
3;65;0;1
3;66;0;1
3;67;0;1
3;68;337;1
3;69;0;1
3;70;0;1
3;71;0;1
3;72;0;1
3;73;0;1
3;74;0;1
3;75;0;1
3;76;0;1
3;77;0;1
3;78;0;1
3;79;197;1
3;80;0;1
3;81;0;1
3;82;0;1
3;83;43;1
3;84;0;1
3;85;0;1
3;86;0;1
3;87;88;1
3;88;108;1
3;89;305;1
3;90;0;1
3;91;0;1
3;92;0;1
3;93;0;1
3;94;0;1
3;95;0;1
3;96;0;1
3;97;157;1
3;98;0;1
3;99;0;1
3;100;384;1
3;101;0;1
3;102;0;1
3;103;0;1
3;104;0;1
3;105;0;1
3;106;0;1
3;107;0;1
3;108;0;1
3;109;0;1
3;110;0;1
3;111;0;1
3;112;0;1
3;113;0;1
3;114;0;1
3;115;0;1
3;116;0;1
3;117;0;1
3;118;0;1
3;119;0;1
3;120;0;1
3;121;0;1
3;122;0;1
3;123;0;1
3;124;1601;1
3;125;0;1
3;126;0;1
3;127;0;1
3;128;4;1
3;129;0;1
3;130;109;1
3;131;0;1
3;132;0;1
3;133;0;1
3;134;0;1
3;135;0;1
3;136;407;1
3;137;0;1
3;138;0;1
3;139;0;1
3;140;0;1
3;141;0;1
3;142;0;1
3;143;0;1
3;144;1391;1
3;145;0;1
3;146;0;1
3;147;0;1
3;148;330;1
3;149;0;1
3;150;0;1
3;151;0;1
3;152;199;1
3;153;0;1
3;154;0;1
3;155;0;1
3;156;0;1
3;157;0;1
3;158;0;1
3;159;0;1
3;160;0;1
3;161;0;1
3;162;0;1
3;163;0;1
3;164;0;1
3;165;0;1
3;166;232;1
3;167;110;1
3;168;0;1
3;169;0;1
3;170;251;1
3;171;0;1
3;172;0;1
3;173;0;1
3;174;0;1
3;175;0;1
3;176;0;1
3;177;0;1
3;178;0;1
3;179;0;1
3;180;0;1
3;181;0;1
3;182;0;1
3;183;0;1
3;184;0;1
3;185;0;1
3;186;0;1
3;187;0;1
3;188;0;1
3;189;0;1
3;190;0;1
3;191;0;1
3;192;0;1
3;193;0;1
3;194;0;1
3;195;0;1
3;196;0;1
3;197;0;1
3;198;99;1
3;199;0;1
3;200;453;1
3;201;0;1
3;202;0;1
3;203;179;1
3;204;0;1
3;205;0;1
3;206;0;1
3;207;627;1
3;208;0;1
3;209;0;1
3;210;0;1
3;211;0;1
3;212;0;1
3;213;0;1
3;214;0;1
3;215;416;1
3;216;0;1
3;217;0;1
3;218;0;1
3;219;0;1
3;220;0;1
3;221;0;1
3;222;0;1
3;223;0;1
3;224;0;1
3;225;0;1
3;226;0;1
3;227;0;1
3;228;0;1
3;229;0;1
3;230;0;1
3;231;0;1
3;232;0;1
3;233;0;1
3;234;0;1
3;235;0;1
3;236;0;1
3;237;0;1
3;238;215;1
3;239;0;1
3;240;0;1
3;241;0;1
3;242;0;1
3;243;0;1
3;244;0;1
3;245;0;1
3;246;0;1
3;247;0;1
3;248;0;1
3;249;0;1
3;250;0;1
3;251;0;1
3;252;0;1
3;253;0;1
3;254;0;1
3;255;0;1
3;256;0;1
3;257;0;1
3;258;0;1
3;259;0;1
3;260;0;1
3;261;0;1
3;262;0;1
3;263;0;1
3;264;0;1
3;265;0;1
3;266;0;1
3;267;0;1
3;268;0;1
3;269;0;1
3;270;46;1
3;271;0;1
3;272;0;1
3;273;0;1
3;274;342;1
3;275;0;1
3;276;0;1
3;277;0;1
3;278;0;1
3;279;0;1
3;280;129;1
3;281;0;1
3;282;0;1
3;283;0;1
3;284;0;1
3;285;0;1
3;286;0;1
3;287;0;1
3;288;0;1
3;289;0;1
3;290;0;1
3;291;0;1
3;292;0;1
3;293;0;1
3;294;0;1
3;295;0;1
3;296;0;1
3;297;0;1
3;298;0;1
3;299;0;1
3;300;0;1
3;301;132;1
3;302;0;1
3;303;0;1
3;304;0;1
3;305;0;1
3;306;0;1
3;307;0;1
3;308;0;1
3;309;0;1
3;310;162;1
3;311;0;1
3;312;0;1
3;313;0;1
3;314;0;1
3;315;0;1
3;316;0;1
3;317;0;1
3;318;0;1
3;319;0;1
3;320;0;1
3;321;0;1
3;322;0;1
3;323;0;1
3;324;416;1
3;325;0;1
3;326;0;1
3;327;0;1
3;328;0;1
3;329;0;1
3;330;154;1
3;331;0;1
3;332;0;1
3;333;0;1
3;334;0;1
3;335;0;1
3;336;0;1
3;337;0;1
3;338;0;1
3;339;0;1
3;340;0;1
3;341;0;1
3;342;0;1
3;343;0;1
4;1;0;1
4;2;218;1
4;3;0;1
4;4;0;1
4;5;0;1
4;6;0;1
4;7;0;1
4;8;0;1
4;9;0;1
4;10;0;1
4;11;0;1
4;12;0;1
4;13;0;1
4;14;0;1
4;15;0;1
4;16;369;1
4;17;0;1
4;18;95;1
4;19;0;1
4;20;59;1
4;21;0;1
4;22;100;1
4;23;337;1
4;24;0;1
4;25;193;1
4;26;0;1
4;27;187;1
4;28;0;1
4;29;473;1
4;30;0;1
4;31;214;1
4;32;204;1
4;33;0;1
4;34;0;1
4;35;50;1
4;36;0;1
4;37;0;1
4;38;0;1
4;39;0;1
4;40;0;1
4;41;351;1
4;42;60;1
4;43;54;1
4;44;0;1
4;45;0;1
4;46;82;1
4;47;0;1
4;48;124;1
4;49;164;1
4;50;104;1
4;51;0;1
4;52;0;1
4;53;0;1
4;54;0;1
4;55;185;1
4;56;33;1
4;57;179;1
4;58;0;1
4;59;585;1
4;60;0;1
4;61;0;1
4;62;0;1
4;63;0;1
4;64;0;1
4;65;0;1
4;66;172;1
4;67;0;1
4;68;229;1
4;69;0;1
4;70;85;1
4;71;0;1
4;72;0;1
4;73;0;1
4;74;73;1
4;75;0;1
4;76;52;1
4;77;0;1
4;78;0;1
4;79;250;1
4;80;319;1
4;81;0;1
4;82;480;1
4;83;457;1
4;84;0;1
4;85;0;1
4;86;36;1
4;87;56;1
4;88;0;1
4;89;0;1
4;90;0;1
4;91;0;1
4;92;397;1
4;93;41;1
4;94;648;1
4;95;0;1
4;96;0;1
4;97;0;1
4;98;38;1
4;99;0;1
4;100;0;1
4;101;0;1
4;102;0;1
4;103;0;1
4;104;0;1
4;105;55;1
4;106;0;1
4;107;0;1
4;108;0;1
4;109;0;1
4;110;0;1
4;111;0;1
4;112;0;1
4;113;0;1
4;114;0;1
4;115;0;1
4;116;0;1
4;117;0;1
4;118;0;1
4;119;649;1
4;120;0;1
4;121;0;1
4;122;316;1
4;123;0;1
4;124;0;1
4;125;0;1
4;126;0;1
4;127;0;1
4;128;256;1
4;129;0;1
4;130;0;1
4;131;0;1
4;132;0;1
4;133;0;1
4;134;0;1
4;135;0;1
4;136;0;1
4;137;0;1
4;138;0;1
4;139;0;1
4;140;0;1
4;141;809;1
4;142;197;1
4;143;0;1
4;144;0;1
4;145;0;1
4;146;0;1
4;147;0;1
4;148;0;1
4;149;0;1
4;150;0;1
4;151;194;1
4;152;0;1
4;153;0;1
4;154;0;1
4;155;0;1
4;156;0;1
4;157;0;1
4;158;357;1
4;159;0;1
4;160;0;1
4;161;0;1
4;162;0;1
4;163;0;1
4;164;0;1
4;165;0;1
4;166;0;1
4;167;0;1
4;168;0;1
4;169;0;1
4;170;0;1
4;171;0;1
4;172;0;1
4;173;0;1
4;174;0;1
4;175;0;1
4;176;0;1
4;177;0;1
4;178;0;1
4;179;0;1
4;180;420;1
4;181;0;1
4;182;401;1
4;183;0;1
4;184;0;1
4;185;0;1
4;186;0;1
4;187;0;1
4;188;0;1
4;189;0;1
4;190;0;1
4;191;0;1
4;192;0;1
4;193;0;1
4;194;0;1
4;195;0;1
4;196;0;1
4;197;0;1
4;198;0;1
4;199;0;1
4;200;0;1
4;201;0;1
4;202;390;1
4;203;0;1
4;204;0;1
4;205;0;1
4;206;0;1
4;207;0;1
4;208;614;1
4;209;0;1
4;210;0;1
4;211;0;1
4;212;0;1
4;213;0;1
4;214;0;1
4;215;0;1
4;216;0;1
4;217;0;1
4;218;0;1
4;219;0;1
4;220;0;1
4;221;0;1
4;222;0;1
4;223;0;1
4;224;0;1
4;225;0;1
4;226;0;1
4;227;0;1
4;228;0;1
4;229;0;1
4;230;0;1
4;231;257;1
4;232;0;1
4;233;0;1
4;234;0;1
4;235;0;1
4;236;0;1
4;237;0;1
4;238;0;1
4;239;0;1
4;240;0;1
4;241;65;1
4;242;0;1
4;243;0;1
4;244;0;1
4;245;0;1
4;246;0;1
4;247;0;1
4;248;0;1
4;249;0;1
4;250;0;1
4;251;0;1
4;252;0;1
4;253;0;1
4;254;0;1
4;255;0;1
4;256;0;1
4;257;0;1
4;258;0;1
4;259;0;1
4;260;0;1
4;261;0;1
4;262;271;1
4;263;476;1
4;264;0;1
4;265;0;1
4;266;0;1
4;267;0;1
4;268;0;1
4;269;0;1
4;270;0;1
4;271;0;1
4;272;0;1
4;273;0;1
4;274;0;1
4;275;0;1
4;276;0;1
4;277;0;1
4;278;200;1
4;279;0;1
4;280;0;1
4;281;0;1
4;282;0;1
4;283;0;1
4;284;0;1
4;285;0;1
4;286;69;1
4;287;0;1
4;288;0;1
4;289;0;1
4;290;0;1
4;291;0;1
4;292;0;1
4;293;0;1
4;294;0;1
4;295;0;1
4;296;0;1
4;297;0;1
4;298;0;1
4;299;0;1
4;300;0;1
4;301;0;1
4;302;242;1
4;303;0;1
4;304;0;1
4;305;0;1
4;306;493;1
4;307;0;1
4;308;0;1
4;309;0;1
4;310;0;1
4;311;0;1
4;312;0;1
4;313;0;1
4;314;0;1
4;315;2094;1
4;316;0;1
4;317;0;1
4;318;0;1
4;319;0;1
4;320;0;1
4;321;0;1
4;322;0;1
4;323;0;1
4;324;396;1
4;325;0;1
4;326;0;1
4;327;419;1
4;328;0;1
4;329;0;1
4;330;0;1
4;331;0;1
4;332;0;1
4;333;0;1
4;334;0;1
4;335;0;1
4;336;0;1
4;337;0;1
4;338;0;1
4;339;177;1
4;340;900;1
4;341;97;1
4;342;0;1
4;343;0;1
5;1;59;1
5;2;0;1
5;3;523;1
5;4;0;1
5;5;0;1
5;6;0;1
5;7;351;1
5;8;0;1
5;9;322;1
5;10;0;1
5;11;0;1
5;12;13;1
5;13;25;1
5;14;357;1
5;15;0;1
5;16;185;1
5;17;102;1
5;18;325;1
5;19;0;1
5;20;228;1
5;21;183;1
5;22;581;1
5;23;0;1
5;24;454;1
5;25;0;1
5;26;0;1
5;27;130;1
5;28;12;1
5;29;154;1
5;30;101;1
5;31;249;1
5;32;49;1
5;33;8;1
5;34;49;1
5;35;988;1
5;36;514;1
5;37;575;1
5;38;0;1
5;39;0;1
5;40;25;1
5;41;553;1
5;42;0;1
5;43;0;1
5;44;0;1
5;45;581;1
5;46;0;1
5;47;0;1
5;48;0;1
5;49;270;1
5;50;72;1
5;51;69;1
5;52;0;1
5;53;0;1
5;54;24;1
5;55;240;1
5;56;0;1
5;57;146;1
5;58;0;1
5;59;1174;1
5;60;0;1
5;61;0;1
5;62;189;1
5;63;0;1
5;64;0;1
5;65;0;1
5;66;0;1
5;67;0;1
5;68;0;1
5;69;0;1
5;70;0;1
5;71;179;1
5;72;0;1
5;73;0;1
5;74;84;1
5;75;39;1
5;76;51;1
5;77;451;1
5;78;70;1
5;79;52;1
5;80;284;1
5;81;42;1
5;82;16;1
5;83;94;1
5;84;69;1
5;85;0;1
5;86;17;1
5;87;39;1
5;88;0;1
5;89;107;1
5;90;0;1
5;91;66;1
5;92;56;1
5;93;779;1
5;94;25;1
5;95;0;1
5;96;66;1
5;97;0;1
5;98;0;1
5;99;136;1
5;100;153;1
5;101;0;1
5;102;0;1
5;103;0;1
5;104;0;1
5;105;0;1
5;106;0;1
5;107;602;1
5;108;42;1
5;109;0;1
5;110;1152;1
5;111;0;1
5;112;0;1
5;113;0;1
5;114;0;1
5;115;553;1
5;116;701;1
5;117;0;1
5;118;0;1
5;119;649;1
5;120;0;1
5;121;477;1
5;122;523;1
5;123;1459;1
5;124;0;1
5;125;0;1
5;126;113;1
5;127;1380;1
5;128;0;1
5;129;0;1
5;130;121;1
5;131;0;1
5;132;0;1
5;133;0;1
5;134;0;1
5;135;0;1
5;136;637;1
5;137;0;1
5;138;0;1
5;139;666;1
5;140;0;1
5;141;570;1
5;142;0;1
5;143;0;1
5;144;0;1
5;145;0;1
5;146;0;1
5;147;0;1
5;148;0;1
5;149;0;1
5;150;0;1
5;151;0;1
5;152;350;1
5;153;0;1
5;154;425;1
5;155;0;1
5;156;0;1
5;157;0;1
5;158;0;1
5;159;0;1
5;160;1062;1
5;161;0;1
5;162;0;1
5;163;144;1
5;164;0;1
5;165;0;1
5;166;84;1
5;167;111;1
5;168;0;1
5;169;0;1
5;170;0;1
5;171;0;1
5;172;768;1
5;173;155;1
5;174;0;1
5;175;1119;1
5;176;571;1
5;177;429;1
5;178;0;1
5;179;0;1
5;180;0;1
5;181;0;1
5;182;0;1
5;183;183;1
5;184;0;1
5;185;218;1
5;186;0;1
5;187;218;1
5;188;0;1
5;189;0;1
5;190;793;1
5;191;0;1
5;192;0;1
5;193;0;1
5;194;616;1
5;195;251;1
5;196;0;1
5;197;540;1
5;198;0;1
5;199;786;1
5;200;0;1
5;201;495;1
5;202;390;1
5;203;731;1
5;204;0;1
5;205;315;1
5;206;97;1
5;207;1685;1
5;208;411;1
5;209;0;1
5;210;0;1
5;211;0;1
5;212;461;1
5;213;1190;1
5;214;314;1
5;215;0;1
5;216;0;1
5;217;0;1
5;218;690;1
5;219;411;1
5;220;0;1
5;221;0;1
5;222;0;1
5;223;0;1
5;224;0;1
5;225;346;1
5;226;1292;1
5;227;765;1
5;228;0;1
5;229;1380;1
5;230;548;1
5;231;0;1
5;232;0;1
5;233;0;1
5;234;522;1
5;235;0;1
5;236;0;1
5;237;0;1
5;238;222;1
5;239;80;1
5;240;268;1
5;241;427;1
5;242;0;1
5;243;0;1
5;244;0;1
5;245;0;1
5;246;194;1
5;247;0;1
5;248;0;1
5;249;500;1
5;250;0;1
5;251;0;1
5;252;0;1
5;253;29;1
5;254;916;1
5;255;338;1
5;256;0;1
5;257;0;1
5;258;0;1
5;259;257;1
5;260;0;1
5;261;0;1
5;262;1012;1
5;263;603;1
5;264;803;1
5;265;873;1
5;266;268;1
5;267;0;1
5;268;0;1
5;269;0;1
5;270;0;1
5;271;0;1
5;272;0;1
5;273;572;1
5;274;9;1
5;275;821;1
5;276;0;1
5;277;562;1
5;278;845;1
5;279;0;1
5;280;54;1
5;281;0;1
5;282;0;1
5;283;0;1
5;284;0;1
5;285;249;1
5;286;0;1
5;287;0;1
5;288;0;1
5;289;0;1
5;290;246;1
5;291;0;1
5;292;454;1
5;293;0;1
5;294;862;1
5;295;0;1
5;296;0;1
5;297;0;1
5;298;0;1
5;299;0;1
5;300;0;1
5;301;872;1
5;302;0;1
5;303;210;1
5;304;0;1
5;305;610;1
5;306;322;1
5;307;1776;1
5;308;587;1
5;309;0;1
5;310;208;1
5;311;183;1
5;312;0;1
5;313;0;1
5;314;0;1
5;315;0;1
5;316;0;1
5;317;0;1
5;318;0;1
5;319;474;1
5;320;31;1
5;321;423;1
5;322;0;1
5;323;0;1
5;324;0;1
5;325;0;1
5;326;356;1
5;327;319;1
5;328;113;1
5;329;0;1
5;330;0;1
5;331;323;1
5;332;1434;1
5;333;450;1
5;334;0;1
5;335;731;1
5;336;0;1
5;337;62;1
5;338;0;1
5;339;678;1
5;340;53;1
5;341;0;1
5;342;83;1
5;343;1620;1
6;1;0;1
6;2;325;1
6;3;0;1
6;4;230;1
6;5;0;1
6;6;0;1
6;7;0;1
6;8;288;1
6;9;0;1
6;10;0;1
6;11;0;1
6;12;57;1
6;13;0;1
6;14;168;1
6;15;0;1
6;16;0;1
6;17;40;1
6;18;126;1
6;19;0;1
6;20;0;1
6;21;0;1
6;22;244;1
